Qualis	Ano da Produção	Autor01	Autor01-Cat	Autor02	Autor02-Cat	Autor03	Autor03-Cat	Autor04	Autor04-Cat	Autor05	Autor05-Cat	Autor06	Autor06-Cat	Autor07	Autor07-Cat	Autor08	Autor08-Cat	Autor09	Autor09-Cat	Autor10	Autor10-Cat	Autor11	Autor11-Cat	Autor12	Autor12-Cat	Autor13	Autor13-Cat	Autor14	Autor14-Cat	Autor15	Autor15-Cat	Autor16	Autor16-Cat	Autor17	Autor17-Cat	Autor18	Autor18-Cat	Autor19	Autor19-Cat	Autor20	Autor20-Cat	Autor21	Autor21-Cat	Autor22	Autor22-Cat	Autor23	Autor23-Cat	Autor24	Autor24-Cat	Autor25	Autor25-Cat	Autor26	Autor26-Cat	Autor27	Autor27-Cat	Autor28	Autor28-Cat	Autor29	Autor29-Cat	Autor30	Autor30-Cat	Autor31	Autor31-Cat	Autor32	Autor32-Cat	Autor33	Autor33-Cat	Autor34	Autor34-Cat	Autor35	Autor35-Cat	Autor36	Autor36-Cat	Autor37	Autor37-Cat	Autor38	Autor38-Cat	Autor39	Autor39-Cat	Autor40	Autor40-Cat	Autor41	Autor41-Cat	Autor42	Autor42-Cat	Autor43	Autor43-Cat	Autor44	Autor44-Cat	Autor45	Autor45-Cat	Autor46	Autor46-Cat	Cidade	Cidade do evento	DOI	Divulgação	Edição / Número	Fascículo	IES Nome	IES Sigla	ISBN/ISSN	ISSN / Título do periódico	Idioma	Linha de Pesquisa	Natureza	Nome da editora	Nome do PPG	Nome do evento	Número da página final	Número da página inicial	Número do DOI	Observação	País	Produção Glosada?	Programa	Projeto de Pesquisa	Subtipo da Produção	Série	Tipo da Produção	Título da Produção	Título dos Anais	URL	URL do DOI	Volume	Área de Avaliação	Área de Concentração
C	2017.0	PRISCILA ALMEIDA CUNHA ARANTES	Docente	PAT BADANI	Participante Externo	ILIANA HERNANDEZ GARCIA	Participante Externo	CLAUDIA KOZAK	Participante Externo																																																																																					França		-	MEIO DIGITAL		-	UNIVERSIDADE ANHEMBI MORUMBI	UAM		2115-6395 / (2115-6395) ARTELOGIE (ONLINE)	Espanhol	TEORIA, HISTÓRIA E CRÍTICA DO DESIGN	Completo	-	DESIGN		-	8		Artelogie – Reserche sur les arts, le patrimonie et la littérature de l’Amérique latine		Não	33106010002P5	ARQUIVO VIVO: O CORPO COMO ARQUIVO E O ARQUIVO DO CORPO	ARTIGO EM PERIÓDICO	1	BIBLIOGRÁFICA	INTRODUCCIÓN NO. 11 - DESLOCALIDADES, TRANSLOCALIDADE Y ACTIVISMO EN EL ARTE ELECTRONICO Y BIOMEDIAL LATINOAMERICANO		http://cral.in2p3.fr/artelogie/spip.php?article248%C2%A0		11	ARQUITETURA, URBANISMO E DESIGN	DESIGN, ARTE E TECNOLOGIA
A3	2017.0	ANNA MAE TAVARES BASTOS BARBOSA	Docente	RICARD VICENT HUERTA RAMON	Participante Externo																																																																																									Valencia		-	IMPRESSO		-	UNIVERSIDADE ANHEMBI MORUMBI	UAM		1695-8403 / (1695-8403) EDUCACIÓN ARTÍSTICA. REVISTA DE INVESTIGACIÓN	Espanhol	TEORIA, HISTÓRIA E CRÍTICA DO DESIGN	Completo	"Editor: Institut Universitari de Creativitat i Innovacions Educatives

Universitat de València"	DESIGN		23	1		-		Não	33106010002P5	O ENSINO DA ARTE NO BRASIL DE 1948 A 1996: MODERNISMO INSTITUCIONAL E PÓS-MODERNISMO	ARTIGO EM PERIÓDICO	2017	BIBLIOGRÁFICA	INVESTIGAR PARA EDUCAR EN DISEÑO Y OTRAS URGENCIAS DE LA EDUCACIÓN		-		8	ARQUITETURA, URBANISMO E DESIGN	DESIGN, ARTE E TECNOLOGIA
C	2017.0	CLAUDIO LIMA FERREIRA	Docente	MELISSA RAMOS DA SILVA OLIVEIRA	Participante Externo	HAROLDO GALLO	Participante Externo																																																																																							São Paulo		http://dx.doi.org/10.11606/issn.2525-8354.v0i3p209-230	MEIO DIGITAL		-	UNIVERSIDADE ANHEMBI MORUMBI	UAM		2525-8354 / (2525-8354) REVISTA ARA	Português	TEORIA, HISTÓRIA E CRÍTICA DO DESIGN	Completo	Universidade de São Paulo. Faculdade de Arquitetura e Urbanismo, Brasil	DESIGN		230	209		http://www.museupatrimonio.fau.usp.br/wp-content/uploads/2017/09/14-ARA3-Campinas.pdf		Não	33106010002P5	PENSAMENTO COMPLEXO: OS PROCESSOS ARTÍSTICOS E PROJETUAIS TRANSDISCIPLINARES DE DOMINGOS TÓTORA	ARTIGO EM PERIÓDICO	-	BIBLIOGRÁFICA	MEMÓRIAS (IN)VISÍVEIS: REFLEXÕES SOBRE O CENTRO DE CAMPINAS-SP		[http://www.revistas.usp.br/revistaara/about]		3/2017	ARQUITETURA, URBANISMO E DESIGN	DESIGN, ARTE E TECNOLOGIA
C	2017.0	BRUNO SANTANA DE OLIVEIRA	Participante Externo	SERGIO NESTERIUK GALLO	Docente																																																																																									São Paulo		-	MEIO DIGITAL		-	UNIVERSIDADE ANHEMBI MORUMBI	UAM		2526-1789 / (2526-1789) DATJOURNAL DESIGN ART AND TECHNOLOGY	Português	DESIGN: MEIOS INTERATIVOS E EMERGENTES	Completo	-	DESIGN		79	65		-		Não	33106010002P5	DESIGN, GAMES E ANIMAÇÃO: INTERFACES E TECNOLOGIAS	ARTIGO EM PERIÓDICO	1	BIBLIOGRÁFICA	METODOLOGIAS E FERRAMENTAS DE DESIGN PARA EXERGAMES		[http://ppgdesign.anhembi.br/datjournal]		2	ARQUITETURA, URBANISMO E DESIGN	DESIGN, ARTE E TECNOLOGIA
C	2017.0	ENGRACIA MARIA LOUREIRO DA COSTA LLABERIA	Participante Externo	ANNA MAE TAVARES BASTOS BARBOSA	Docente																																																																																									Porto Alegre		http://dx.doi.org/10.22456/2357-9854.73973	MEIO DIGITAL		-	UNIVERSIDADE ANHEMBI MORUMBI	UAM		2357-9854 / (2357-9854) REVISTA GEARTE	Português	TEORIA, HISTÓRIA E CRÍTICA DO DESIGN	Completo	Universidade Federal do Rio Grande do Sul (UFRGS)	DESIGN		427	413		-		Não	33106010002P5	O ENSINO DA ARTE NO BRASIL DE 1948 A 1996: MODERNISMO INSTITUCIONAL E PÓS-MODERNISMO	ARTIGO EM PERIÓDICO	3	BIBLIOGRÁFICA	O DESENHO NO DESIGN DE JOIAS: PROCESSOS E ENSINO		http://seer.ufrgs.br/index.php/gearte/article/view/73973/46140		4	ARQUITETURA, URBANISMO E DESIGN	DESIGN, ARTE E TECNOLOGIA
NA	2017.0	ANNA MAE TAVARES BASTOS BARBOSA	Docente																																																																																											Belo Horizonte		-	MEIO DIGITAL		-	UNIVERSIDADE ANHEMBI MORUMBI	UAM		2238-2046 / (2238-2046) REVISTA DO PROGRAMA DE PÓS GRADUAÇÃO EM ARTES DA ESCOLA DE BELAS ARTES DA UFMG	Português	TEORIA, HISTÓRIA E CRÍTICA DO DESIGN	Completo	Escola de Belas Artes - UFMG UFMG - Universidade Federal de Minas Gerais	DESIGN		16	9		-		Não	33106010002P5	O ENSINO DA ARTE NO BRASIL DE 1948 A 1996: MODERNISMO INSTITUCIONAL E PÓS-MODERNISMO	ARTIGO EM PERIÓDICO	n.13	BIBLIOGRÁFICA	O DILEMA DAS ARTES NO ENSINO MÉDIO NO BRASIL		https://www.eba.ufmg.br/revistapos/index.php/pos/article/view/578		v. 7	ARQUITETURA, URBANISMO E DESIGN	DESIGN, ARTE E TECNOLOGIA
C	2017.0	MIRTES CRISTINA MARINS DE OLIVEIRA	Docente	ANA MARIA DUARTE ANGELICO	Discente - Mestrado																																																																																									Sinop - MT		-	MEIO DIGITAL		-	UNIVERSIDADE ANHEMBI MORUMBI	UAM		2237-1648 / (2237-1648) EDUCAÇÃO, CULTURA E SOCIEDADE	Português	TEORIA, HISTÓRIA E CRÍTICA DO DESIGN	Completo	UNEMAT - Campus Universitário de Sinop - Faculdade de Educação e Linguagem	DESIGN		615	604		-		Não	33106010002P5	DESIGN DE EXPOSIÇÕES: PRÁTICAS CONTEMPORÂNEAS	ARTIGO EM PERIÓDICO	2	BIBLIOGRÁFICA	O ENSINO DO DESIGN NO BRASIL: CURRÍCULOS, IDEOLOGIAS E CONTEMPORANEIDADE		http://sinop.unemat.br/projetos/revista/index.php/educacao/article/viewFile/2629/2014		7	ARQUITETURA, URBANISMO E DESIGN	DESIGN, ARTE E TECNOLOGIA
B4	2017.0	JULIANA ZANETTINI	Participante Externo																																																																																											Novo Hamburgo		DOI: https://doi.org/10.25112/rpr.v1i0.1353	MEIO DIGITAL		-	UNIVERSIDADE ANHEMBI MORUMBI	UAM		2448-1939 / (2448-1939) REVISTA PRÂKSIS	Português	TEORIA, HISTÓRIA E CRÍTICA DO DESIGN	Completo	"UNIVERSIDADE FEEVALE

Instituto de Ciências Humanas, Letras e Artes – ICHLA"	DESIGN		63	40		Camilla Steinhaus, Juliana Zanettini		Não	33106010002P5	O CUIDADO DE SI: CONEXÕES ENTRE DESIGN, PROCESSOS DE SUBJETIVAÇÃO E ARTE CONTEMPORÂNEA	ARTIGO EM PERIÓDICO	-	BIBLIOGRÁFICA	O ESTILO DE VIDA SAUDÁVEL E SEU IMPACTO NO CONSUMO DE MODA		http://periodicos.feevale.br/seer/index.php/revistapraksis/article/view/1353		1	ARQUITETURA, URBANISMO E DESIGN	DESIGN, ARTE E TECNOLOGIA
C	2017.0	ROSANA VAZ SILVEIRA	Participante Externo																																																																																											João Pessoa		-	MEIO DIGITAL		-	UNIVERSIDADE ANHEMBI MORUMBI	UAM		1807-8931 / (1807-8931) TEMÁTICA	Português	DESIGN: MEIOS INTERATIVOS E EMERGENTES	Completo	NAMID- Núcleo de Arte, Mídia e Informação Digital - DEMID e PPGC/UFPB	DESIGN		140	126		-		Não	33106010002P5	A RELAÇÃO DESIGN-NEUROCIÊNCIA NO DESIGN DE BIO-INTERFACES VESTÍVEIS PARA INTERAÇÃO COM SISTEMAS DIGITAIS	ARTIGO EM PERIÓDICO	5	BIBLIOGRÁFICA	O IMPACTO DAS CELEBRIDADES NA CONSTRUÇÃO DE MARCA: CASO SEARA		http://periodicos.ufpb.br/ojs2/index.php/tematica/article/view/34315		13	ARQUITETURA, URBANISMO E DESIGN	DESIGN, ARTE E TECNOLOGIA
C	2017.0	PAULA CRISTINA SOMENZARI ALMOZARA	Participante Externo	LUISA ANGELICA PARAGUAI DONATI	Docente																																																																																									Campinas		-	MEIO DIGITAL		-	UNIVERSIDADE ANHEMBI MORUMBI	UAM		2359-4705 / (2359-4705) CLIMACOM CULTURA CIENTÍFICA - PESQUISA, JORNALISMO E ARTE	Português	DESIGN: MEIOS INTERATIVOS E EMERGENTES	Completo	"Revista ClimaCom Cultura Científica – pesquisa, jornalismo e arte

Laboratório de Estudos Avançados em Jornalismo (Labjor), da Unicamp"	DESIGN		-	1		-		Não	33106010002P5	ENTRE OBJETOS, TEMPOS E LUGARES: NARRATIVAS FLUTUANTES	ARTIGO EM PERIÓDICO	9	BIBLIOGRÁFICA	O PERCURSO OU O CAMINHAR COMO DISPOSITIVO POÉTICO, PERCEPTIVO E MNEMÔNICO		[http://climacom.mudancasclimaticas.net.br/?p=7288]		4	ARQUITETURA, URBANISMO E DESIGN	DESIGN, ARTE E TECNOLOGIA
NA	2017.0	DANILO BRAGA	Discente - Mestrado	PRISCILA ALMEIDA CUNHA ARANTES	Docente	GISELA BELLUZZO DE CAMPOS	Docente																																																																																							Bauru		-	MEIO DIGITAL		-	UNIVERSIDADE ANHEMBI MORUMBI	UAM		1414-3895 / (1414-3895) EDUCAÇÃO GRÁFICA (UNESP. BAURU)	Português	DESIGN: MEIOS INTERATIVOS E EMERGENTES	Completo	"Departamento de Artes e Representação Gráfica da Faculdade de Arquitetura, Artes e

Comunicação da UNESP, Campus Bauru"	DESIGN		43	23		-		Não	33106010002P5	DESIGN E LINGUAGEM GRÁFICA - CONCEITUAÇÕES E VISÕES DA PRÁTICA	ARTIGO EM PERIÓDICO	1	BIBLIOGRÁFICA	O USO DA METÁFORA NA INTERFACE GRÁFICA COMPUTACIONAL DE SISTEMAS OPERACIONAIS: ORIGENS E APLICAÇÃO CONTEMPORÂNEA		http://www.educacaografica.inf.br/artigos/o-uso-da-metafora-na-interface-grafica-computacional-de-sistemas-operacionais-origens-e-aplicacao-contemporanea-the-metaphor-usage-on-graphic-user-interfaces-of-operating-systems-origins-and-conte		21	ARQUITETURA, URBANISMO E DESIGN	DESIGN, ARTE E TECNOLOGIA
NA	2017.0	MIRTES CRISTINA MARINS DE OLIVEIRA	Docente	MARIA DA GRACA JACINTHO SETTON	Participante Externo																																																																																									Belo Horizonte		"EDUR -  Educação em Revista. 2017; 33:e162678 

DOI: http://dx.doi.org/10.1590/0102-4698162678"	MEIO DIGITAL		-	UNIVERSIDADE ANHEMBI MORUMBI	UAM		0102-4698 / (0102-4698) EDUCAÇÃO EM REVISTA (UFMG - IMPRESSO)	Português	TEORIA, HISTÓRIA E CRÍTICA DO DESIGN	Completo	Faculdade de Educação da Universidade Federal de Minas Gerais	DESIGN		23	1		-		Não	33106010002P5	DESIGN DE EXPOSIÇÕES: PRÁTICAS CONTEMPORÂNEAS	ARTIGO EM PERIÓDICO	-	BIBLIOGRÁFICA	OS MUSEUS COMO ESPAÇOS EDUCATIVOS		http://www.scielo.br/pdf/edur/v33/1982-6621-edur-33-e162678.pdf		1	ARQUITETURA, URBANISMO E DESIGN	DESIGN, ARTE E TECNOLOGIA
C	2017.0	TAISA VIEIRA SENA	Participante Externo																																																																																											São Paulo		DOI: https://doi.org/10.26563/dobras.v10i21.551	MEIO DIGITAL		-	UNIVERSIDADE ANHEMBI MORUMBI	UAM		1982-0313 / (1982-0313) DOBRAS (BARUERI, SP)	Português	TEORIA, HISTÓRIA E CRÍTICA DO DESIGN	Completo	Estação das Letras e Cores Editora	DESIGN		16	1		-		Não	33106010002P5	DESIGN E CORPO: NARRATIVAS E SUBJETIVIDADES	ARTIGO EM PERIÓDICO	21	BIBLIOGRÁFICA	OS SUJEITOS PERFUMADOS DA PUBLICIDADE: UMA PROPOSTA DE TIPOLOGIA		https://dobras.emnuvens.com.br/dobras/article/view/551		10	ARQUITETURA, URBANISMO E DESIGN	DESIGN, ARTE E TECNOLOGIA
A3	2017.0	ANDREA PENNINO GRACIANO	Discente - Mestrado	GILBERTO DOS SANTOS PRADO	Docente																																																																																									Valencia		[doi:10.4995/ega.2017.7829]	MEIO DIGITAL		-	UNIVERSIDADE ANHEMBI MORUMBI	UAM		2254-6103 / (2254-6103) EGA REVISTA DE EXPRESIÓN GRÁFICA ARQUITECTÓNICA	Português	DESIGN: MEIOS INTERATIVOS E EMERGENTES	Completo	Departamento de Expresión Gráfica Arquitectónica Universidad Politécnica de Valencia	DESIGN		83	74		https://polipapers.upv.es/index.php/EGA/article/view/7829/8044		Não	33106010002P5	ARTE E DESIGN, INTERFACES E DISPOSITIVOS EXPERIMENTAIS	ARTIGO EM PERIÓDICO	30	BIBLIOGRÁFICA	PANELES ALEATORIOS: LA GENIALIDAD DE LOS MÓDULOS DE ATHOS BULCÃO		https://polipapers.upv.es/index.php/EGA/article/view/7829/8044		22	ARQUITETURA, URBANISMO E DESIGN	DESIGN, ARTE E TECNOLOGIA
C	2017.0	ANGELO MARCOS MACHADO PUBLIO	Participante Externo	SERGIO NESTERIUK GALLO	Docente																																																																																									São Paulo		-	MEIO DIGITAL		-	UNIVERSIDADE ANHEMBI MORUMBI	UAM		2278-487X / (2278-487X) JOURNAL OF BUSINESS AND MANAGEMENT	Português	DESIGN: MEIOS INTERATIVOS E EMERGENTES	Completo	IOSR Journal of Business and Management (IOSR - JBM) 	DESIGN		57	52		-		Não	33106010002P5	DESIGN, GAMES E ANIMAÇÃO: INTERFACES E TECNOLOGIAS	ARTIGO EM PERIÓDICO	2	BIBLIOGRÁFICA	PLAY-DRIVEN DESIGN: MODEL FOR ENGAGING PERSONAS IN CONTENT SITES		[http://www.iosrjournals.org/iosr-jbm/papers/Vol19-issue5/Version-1/G1905015257.pdf]		19	ARQUITETURA, URBANISMO E DESIGN	DESIGN, ARTE E TECNOLOGIA
B1	2017.0	CLARISSA MARTINS ALVES	Discente - Doutorado	GILBERTO DOS SANTOS PRADO	Docente	PRISCILLA GONÇALVES LOPES	Sem Categoria	LUIZ SALOMAO RIBAS GOMEZ	Participante Externo																																																																																					Florianópolis		DOI: https://doi.org/10.5007/1807-9288.2016v13n1p180	MEIO DIGITAL		-	UNIVERSIDADE ANHEMBI MORUMBI	UAM		1807-9288 / (1807-9288) TEXTO DIGITAL (UFSC)	Português	DESIGN: MEIOS INTERATIVOS E EMERGENTES	Completo	Texto Digital. Universidade Federal de Santa Catarina	DESIGN		200	180		-		Não	33106010002P5	ARTE E DESIGN, INTERFACES E DISPOSITIVOS EXPERIMENTAIS	ARTIGO EM PERIÓDICO	1	BIBLIOGRÁFICA	POÉTICAS NA ARTE, NO DESIGN E NA ANTROPOLOGIA: UMA ANÁLISE DE DOIS PROJETOS ARTÍSTICO-FOTOGRÁFICOS		[http://https://periodicos.ufsc.br/index.php/textodigital/article/view/1807-9288.2016v13n1p180/34581]		13	ARQUITETURA, URBANISMO E DESIGN	DESIGN, ARTE E TECNOLOGIA
A3	2017.0	GILBERTO DOS SANTOS PRADO	Docente																																																																																											Oxford		10.1162/LEON_a_01557	MEIO DIGITAL		-	UNIVERSIDADE ANHEMBI MORUMBI	UAM		0024-094X / (0024-094X) LEONARDO (OXFORD)	Inglês	DESIGN: MEIOS INTERATIVOS E EMERGENTES	Completo	The MIT PressJournals 	DESIGN		62	61		-		Não	33106010002P5	ARTE E DESIGN, INTERFACES E DISPOSITIVOS EXPERIMENTAIS	ARTIGO EM PERIÓDICO	1	BIBLIOGRÁFICA	PROJECT (MULBERRY TREES): AUTONOMY AND ARTIFICIAL LEARNING IN AN URBAN ENVIRONMENT		[http://www.mitpressjournals.org/doi/abs/10.1162/LEON_a_01557][doi:10.1162/leon_a_01557]		51	ARQUITETURA, URBANISMO E DESIGN	DESIGN, ARTE E TECNOLOGIA
B1	2017.0	ANNA MAE TAVARES BASTOS BARBOSA	Docente	RICARD VICENT HUERTA RAMON	Participante Externo																																																																																									Madrid		-	IMPRESSO		-	UNIVERSIDADE ANHEMBI MORUMBI	UAM		1131-5598 / (1131-5598) ARTE, INDIVIDUO Y SOCIEDAD	Português	TEORIA, HISTÓRIA E CRÍTICA DO DESIGN	Completo	"Departamento de Escultura y Formación Artística

Facultad de Bellas Artes UCM"	DESIGN		-	637		-		Não	33106010002P5	O ENSINO DA ARTE NO BRASIL DE 1948 A 1996: MODERNISMO INSTITUCIONAL E PÓS-MODERNISMO	ARTIGO EM PERIÓDICO	29	BIBLIOGRÁFICA	REDIBUJAR LA EDUCACIÓN ARTÍSTICA O REDISEÑAR EL PAPEL EDUCATIVO DEL DIBUJO		[http://https://revistas.ucm.es/index.php/ARIS/issue/view/3151/showToc]		3	ARQUITETURA, URBANISMO E DESIGN	DESIGN, ARTE E TECNOLOGIA
C	2017.0	MIRTES CRISTINA MARINS DE OLIVEIRA	Docente																																																																																											São Paulo		-	VÁRIOS		-	UNIVERSIDADE ANHEMBI MORUMBI	UAM		1981-559X / (1981-559X) ARTE! BRASILEIROS	Português	TEORIA, HISTÓRIA E CRÍTICA DO DESIGN	Completo	-	DESIGN		-	-		-		Não	33106010002P5	DESIGN DE EXPOSIÇÕES: PRÁTICAS CONTEMPORÂNEAS	ARTIGO EM PERIÓDICO	-	BIBLIOGRÁFICA	TEXTO PARA A REVISTA ARTE!BRASILEIROS: ANA TAVARES (MARÇO)		-		1	ARQUITETURA, URBANISMO E DESIGN	DESIGN, ARTE E TECNOLOGIA
C	2017.0	MIRTES CRISTINA MARINS DE OLIVEIRA	Docente																																																																																											São Paulo		-	VÁRIOS		-	UNIVERSIDADE ANHEMBI MORUMBI	UAM		1981-559X / (1981-559X) ARTE! BRASILEIROS	Português	TEORIA, HISTÓRIA E CRÍTICA DO DESIGN	Completo	-	DESIGN		-	-		-		Não	33106010002P5	DESIGN DE EXPOSIÇÕES: PRÁTICAS CONTEMPORÂNEAS	ARTIGO EM PERIÓDICO	-	BIBLIOGRÁFICA	TEXTO PARA A REVISTA ARTE!BRASILEIROS: CALDER (FEVEREIRO)		-		1	ARQUITETURA, URBANISMO E DESIGN	DESIGN, ARTE E TECNOLOGIA
C	2017.0	MIRTES CRISTINA MARINS DE OLIVEIRA	Docente																																																																																											São Paulo		-	MEIO DIGITAL		-	UNIVERSIDADE ANHEMBI MORUMBI	UAM		1981-559X / (1981-559X) ARTE! BRASILEIROS	Português	TEORIA, HISTÓRIA E CRÍTICA DO DESIGN	Completo	-	DESIGN		-	-		-		Não	33106010002P5	DESIGN DE EXPOSIÇÕES: PRÁTICAS CONTEMPORÂNEAS	ARTIGO EM PERIÓDICO	1	BIBLIOGRÁFICA	TEXTO PARA A REVISTA ARTE!BRASILEIROS: YOKO ONO (MAIO)		-		1	ARQUITETURA, URBANISMO E DESIGN	DESIGN, ARTE E TECNOLOGIA
C	2017.0	SERGIO FRANCISCO SEABRA MOREIRA	Discente - Mestrado	MIRTES CRISTINA MARINS DE OLIVEIRA	Docente																																																																																									São Paulo		-	MEIO DIGITAL		-	UNIVERSIDADE ANHEMBI MORUMBI	UAM		1808-5377 / (1808-5377) INFODESIGN (SBDI. ONLINE)	Português	TEORIA, HISTÓRIA E CRÍTICA DO DESIGN	Completo	SBDI - Sociedade Brasileira de Design da Informação	DESIGN		403	397		-		Não	33106010002P5	DESIGN DE EXPOSIÇÕES: PRÁTICAS CONTEMPORÂNEAS	ARTIGO EM PERIÓDICO	3	BIBLIOGRÁFICA	THE TRUTHFUL ART: DATA, CHARTS AND MAPS FOR COMMUNICATION - ALBERTO CAIRO [RESENHA]		https://www.infodesign.org.br/infodesign/article/view/561		14	ARQUITETURA, URBANISMO E DESIGN	DESIGN, ARTE E TECNOLOGIA
B3	2017.0	ROGERIO DE ALMEIDA	Participante Externo	MARCOS NAMBA BECCARI	Docente																																																																																									-		-	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DO PARANÁ	UFPR		1982-677X / (1982-677X) RUMORES (USP)	Português		Completo	-	DESIGN		58	41		-		Não	40001016053P0		ARTIGO EM PERIÓDICO	22	BIBLIOGRÁFICA	A FILOSOFIA DE MATCH POINT: SÍNTESE DO IMAGINÁRIO TRÁGICO DE WOODY ALLEN		[http://www.revistas.usp.br/Rumores/article/view/132183]		11	ARQUITETURA, URBANISMO E DESIGN	
NA	2017.0	DEBORA JORDAO CEZIMBRA	Discente - Mestrado	DALTON LUIZ RAZERA	Docente																																																																																									-		-	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DO PARANÁ	UFPR		1983-196X / (1983-196X) ESTUDOS EM DESIGN (ONLINE)	Português	DESIGN DE SISTEMAS DE PRODUÇÃO E UTILIZAÇÃO	Completo	-	DESIGN		-	-		-		Não	40001016053P0		ARTIGO EM PERIÓDICO	-	BIBLIOGRÁFICA	A GEOMETRIA DAS PARTÍCULAS DAS FIBRAS VEGETAIS PARA APLICAÇÃO NO DESIGN DE PRODUTOS.		-		25	ARQUITETURA, URBANISMO E DESIGN	DESIGN GRÁFICO E DE PRODUTO
B3	2017.0	ANDREIA MESACASA	Discente - Doutorado																																																																																											-		"http://dx.doi.org/10.5965/1982615x10202017023	"	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DO PARANÁ	UFPR		1982-615X / (1982-615X) MODAPALAVRA E-PERIÓDICO	Português	DESIGN DE SISTEMAS DE PRODUÇÃO E UTILIZAÇÃO	Completo	-	DESIGN		47	23		-		Não	40001016053P0		ARTIGO EM PERIÓDICO	-	BIBLIOGRÁFICA	A INDÚSTRIA DE CONFECÇÃO DO VESTUÁRIO DE PATO BRANCO: ASPECTOS DE GESTÃO, DESIGN, CARACTERIZAÇÃO DE MATÉRIAS-PRIMAS E GERAÇÃO DE RESÍDUOS TÊXTEIS		-		10	ARQUITETURA, URBANISMO E DESIGN	DESIGN GRÁFICO E DE PRODUTO
C	2017.0	DOUGLAS LUIZ MENEGAZZI	Discente - Doutorado	STEPHANIA PADOVANI	Docente																																																																																									-		-	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DO PARANÁ	UFPR		2179-7374 / (2179-7374) REVISTA EDUCAÇÃO GRÁFICA	Português		Completo	-	DESIGN		51	37		-		Não	40001016053P0		ARTIGO EM PERIÓDICO	2	BIBLIOGRÁFICA	A LINGUAGEM VISUAL NO E-BOOK INFANTIL: ANÁLISE DO LIVRO APP ?WUWU & CO.		-		21	ARQUITETURA, URBANISMO E DESIGN	
NA	2017.0	AGUINALDO DOS SANTOS	Docente	JOAO PAULO AMARAL CACCERE	Discente - Doutorado																																																																																									-		-	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DO PARANÁ	UFPR		1983-196X / (1983-196X) ESTUDOS EM DESIGN (ONLINE)	Português	DESIGN DE SISTEMAS DE PRODUÇÃO E UTILIZAÇÃO	Completo	-	DESIGN		86	66		-		Não	40001016053P0		ARTIGO EM PERIÓDICO	2	BIBLIOGRÁFICA	AGENDA DE INOVAÇÃO PARA O DESIGN DE SOLUÇÕES ORIENTADAS À ECONOMIA DISTRIBUÍDA VIA FABRICAÇÃO DIGITAL		[http://https://www.eed.emnuvens.com.br/design/article/view/485/277]		25	ARQUITETURA, URBANISMO E DESIGN	DESIGN GRÁFICO E DE PRODUTO
C	2017.0	MARCOS NAMBA BECCARI	Docente	RENATO CAMASSUTTI BEDORE	Discente - Mestrado																																																																																									-		-	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DO PARANÁ	UFPR		2357-9854 / (2357-9854) REVISTA GEARTE	Português	DESIGN DE SISTEMAS DE INFORMAÇÃO	Completo	-	DESIGN		498	487		-		Não	40001016053P0		ARTIGO EM PERIÓDICO	3	BIBLIOGRÁFICA	AISTHESIS: UMA BREVE INTRODUÇÃO À ESTÉTICA DOS AFETOS		[http://seer.ufrgs.br/index.php/gearte/article/view/74040/46145]		4	ARQUITETURA, URBANISMO E DESIGN	DESIGN GRÁFICO E DE PRODUTO
C	2017.0	MARCIA MARIA ALVES	Discente - Doutorado	ANDRE LUIZ BATTAIOLA	Docente																																																																																									-		-	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DO PARANÁ	UFPR		2179-7374 / (2179-7374) REVISTA EDUCAÇÃO GRÁFICA	Português	DESIGN DE SISTEMAS DE INFORMAÇÃO	Completo	-	DESIGN		106	94		-		Não	40001016053P0	Conceituação e Design de Ambientes Lúdicos	ARTIGO EM PERIÓDICO	1	BIBLIOGRÁFICA	ANIMAÇÃO ENQUANTO OBJETO DE APRENDIZAGEM: CONSIDERAÇÕES SOBRE OS MODELOS DE CONCEPÇÃO DE OBJETOS DE APRENDIZAGEM E O DESIGN DE ANIMAÇÕES EDUCACIONAIS. REVISTA EDUCAÇÃO GRÁFICA		[http://www.educacaografica.inf.br/wp-content/uploads/2017/04/10_ANIMA%C3%87%C3%83O-ENQUANTO-OBJETO_94_106.pdf]		21	ARQUITETURA, URBANISMO E DESIGN	DESIGN GRÁFICO E DE PRODUTO
C	2017.0	VANIA RIBAS ULBRICHT	Docente																																																																																											-		-	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DO PARANÁ	UFPR		1984-4751 / (1984-4751) REVISTA TECNOLOGIAS NA EDUCAÇÃO	Português		Completo	-	DESIGN		154	121		-		Não	40001016053P0		ARTIGO EM PERIÓDICO	9	BIBLIOGRÁFICA	APLICAÇÃO DO MODELO NORMATIVO DESCRITIVO NA ANÁLISE DE LIVROS DIGITAIS MULTIMÍDIA		[http://tecedu.pro.br/ano-9-numerovol18-edicao-tematicai-iii/]		18	ARQUITETURA, URBANISMO E DESIGN	
